Simplified,Unicode (Simp.),Traditional,Unicode (Trad.),Pinyin,HSK Grade,JD Rank,JD Frequency,JD Percentile
若,33509,若,33509,ruò/ré/rè,6,651,60736,81.32829211
塞,22622,塞,22622,sāi/sè/sài,6,1080,26590,90.33630557
丧,20007,喪,21930,sàng/sāng,6,1404,15731,93.81852939
勺,21242,勺,21242,sháo/shuò/zhuó/dì,6,3275,1357,99.40552191
舌,33292,舌,33292,shé/guā,6,1958,7511,96.96946965
涉,28041,涉,28041,shè/dié,6,1239,20482,92.27422657
审,23457,審,23529,shěn/pán,6,746,48862,83.99340628
牲,29298,牲,29298,shēng,6,1582,12107,95.10484945
圣,22307,聖,32854,shèng,6,960,33620,88.47252154
盛,30427,盛,30427,shèng/chéng,6,1142,24387,91.15261886
薯,34223,薯,34223,shǔ,6,3363,1204,99.46391914
爽,29245,爽,29245,shuǎng/shuāng,6,2378,4368,98.22514487
税,31246,稅,31237,shuì,6,781,45615,84.8504784
寺,23546,寺,23546,sì/shì,6,1892,8200,96.70067471
苏,33487,甦,29990,sū,6,590,68487,79.28478932
素,32032,素,32032,sù,6,661,59100,81.6387854
塔,22612,塔,22612,tǎ/dā,6,1030,29454,89.61107516
踏,36367,踏,36367,tà/tā,6,1753,9656,96.06494218
叹,21497,嘆,22022,tàn,6,1299,18587,92.87894942
探,25506,探,25506,tàn/tan/xián,6,917,36230,87.69758517
趟,36255,趟,36255,tàng/zhēng/zhèng/chéng/tāng,6,2457,3879,98.39354395
掏,25487,掏,25487,tāo,6,2218,5416,97.82261782
踢,36386,踢,36386,tī/dié,6,2444,3959,98.36722615
添,28155,添,28155,tiān/tiàn,6,1859,8460,96.55901047
田,30000,田,30000,tián,6,778,45886,84.77963905
铜,38108,銅,37509,tóng,6,1772,9416,96.15838003
徒,24466,徒,24466,tú,6,1060,27812,90.05572329
吞,21534,吞,21534,tūn/tiān,6,1797,9142,96.27824214
拖,25302,拖,25302,tuō/chǐ,6,1492,13973,94.49594995
挖,25366,挖,25366,wā,6,1860,8449,96.56337679
娃,23043,娃,23043,wá/wa/wā/guì,6,1833,8662,96.44397927
哇,21703,哇,21703,wa/wā/guī/huá/wá,6,2433,4055,98.34446952
湾,28286,灣,28771,wān,6,855,40101,86.47966731
顽,39037,頑,38929,wán/kūn,6,2024,6868,97.21368628
亡,20129,亡,20129,wáng/wú,6,957,33917,88.42032159
旺,26106,旺,26106,wàng,6,2198,5529,97.76609342
威,23041,威,23041,wēi,6,622,64559,80.38834573
乌,20044,烏,28879,wū/yā/wù,6,1244,20291,92.32689835
伍,20237,伍,20237,wu/wǔ,6,1472,14425,94.34882691
悟,24735,悟,24735,wù,6,1668,10876,95.6151696
牺,29306,犧,29351,xī/suō,6,1814,8926,96.35773041
嫌,23244,嫌,23244,xián,6,1826,8748,96.41248018
陷,38519,陷,38519,xiàn,6,1262,19703,92.51327794
祥,31077,祥,31077,xiáng,6,1674,10724,95.6485994
晓,26195,曉,26313,xiǎo,6,1357,17316,93.41659924
胁,32961,脅,33029,xié/xiàn/xī,6,1494,13948,94.51037187
谐,35856,諧,35559,xié,6,2416,4135,98.30849404
械,26800,械,26800,xiè,6,1657,11060,95.55304583
薪,34218,薪,34218,xīn,6,2167,5741,97.67598107
凶,20982,凶,20982,xiōng,6,1378,16707,93.6011122
凶,20982,兇,20807,xiōng,6,1378,16707,93.6011122
袖,34966,袖,34966,xiù,6,1686,10564,95.71452981
绪,32490,緒,32210,xù,6,1413,15571,93.89125243
悬,24748,懸,25080,xuán,6,1879,8282,96.64524847
旋,26059,旋,26059,xuán/xuàn,6,1383,16441,93.64385498
循,24490,循,24490,xún,6,1744,9768,96.01976844
讯,35759,訊,35338,xùn,6,1238,20488,92.26364178
炎,28814,炎,28814,yán/yàn/tán,6,1324,17971,93.11494297
沿,27839,沿,27839,yán/yàn/yǎn,6,1182,22781,91.6407095
宴,23476,宴,23476,yàn,6,2155,5798,97.64024693
洋,27915,洋,27915,yáng/xiáng/yǎng,6,803,43692,85.35706633
仰,20208,仰,20208,yǎng/áng,6,1368,16940,93.51415225
氧,27687,氧,27687,yǎng,6,1863,8401,96.57642251
耀,32768,耀,32768,yào,6,1804,9060,96.31115618
野,37326,野,37326,yě/shù,6,845,40681,86.27069852
液,28082,液,28082,yè/shì,6,1451,14940,94.18928758
仪,20202,儀,20736,yí,6,1283,19064,92.72343688
异,24322,異,30064,yì,6,709,52735,83.02023372
隐,38544,隱,38577,yǐn/yìn,6,1034,29294,89.67182118
忧,24551,憂,24962,yōu,6,1461,14753,94.26602346
娱,23089,娛,23067,yú,6,2493,3740,98.46433318
愉,24841,愉,24841,yú/tōu/yǔ,6,1982,7259,97.06111632
予,20104,予,20104,yǔ/yú/zhù,6,925,35757,87.84635676
宇,23431,宇,23431,yǔ,6,1156,23891,91.3270974
欲,27442,慾,24958,yù,6,1045,28856,89.83674437
欲,27442,欲,27442,yù,6,1045,28856,89.83674437
誉,35465,譽,35709,yù,6,1676,10683,95.65966119
援,25588,援,25588,yuán/huàn,6,1197,22180,91.81484852
缘,32536,緣,32227,yuán/yuàn,6,1274,19330,92.63419068
跃,36291,躍,36493,yuè/tì,6,1516,13645,94.66718309
晕,26197,暈,26248,yūn/yùn,6,2215,5420,97.81421903
允,20801,允,20801,yǔn/yuán,6,1443,15027,94.12734623
遭,36973,遭,36973,zāo,6,1048,28642,89.88127575
扎,25166,扎,25166,zhā/zhá/zhǎ/zā,6,1411,15600,93.87514579
扎,25166,紮,32046,zā/zhā,6,1411,15600,93.87514579
炸,28856,炸,28856,zhà/zhá,6,976,32540,88.74576134
宅,23429,宅,23429,zhái/chè/dù,6,1858,8464,96.55463847
债,20538,債,20661,zhài,6,1223,20902,92.10297432
账,36134,賬,36076,zhàng,6,2179,5652,97.71128525
障,38556,障,38556,zhàng/zhāng,6,1237,20503,92.25305389
哲,21746,哲,21746,zhé,6,1117,25353,90.83222861
镇,38215,鎮,37806,zhèn/zhēn/tián,6,1002,31170,89.17328993
症,30151,症,30151,zhèng/zhēng,6,1258,19878,92.472362
症,30151,癥,30309,zhēng,6,1258,19878,92.472362
枝,26525,枝,26525,zhī/qí,6,1491,13982,94.48872891
殖,27542,殖,27542,zhí/shì,6,1438,15118,94.08843645
忠,24544,忠,24544,zhōng,6,1322,18021,93.0963449
肿,32959,腫,33131,zhǒng,6,1792,9202,96.25456821
粥,31909,粥,31909,zhōu/yù,6,3021,1854,99.19774482
诸,35832,諸,35576,zhū/chú,6,1021,29957,89.47327957
煮,29038,煮,29038,zhǔ,6,2582,3313,98.62713135
驻,39547,駐,39376,zhù,6,1288,18901,92.77238729
柱,26609,柱,26609,zhù/zhǔ,6,1691,10504,95.74173959
赚,36186,賺,36090,zhuàn/zuàn,6,2182,5630,97.72002305
庄,24196,莊,33674,zhuāng,6,1024,29679,89.51942331
壮,22766,壯,22767,zhuàng/zhuāng,6,1432,15151,94.04150977
捉,25417,捉,25417,zhuō,6,1822,8838,96.39435756
咨,21672,咨,21672,zī,6,2408,4180,98.29131817
宗,23447,宗,23447,zōng/zong,6,727,50799,83.50297047
纵,32437,縱,32305,zòng/cóng/zǒng,6,1236,20599,92.24245824
奏,22863,奏,22863,zòu/còu,6,1543,12859,94.85224488
祖,31062,祖,31062,zǔ/jiē,6,1025,29644,89.53474289
钻,38075,鑽,38013,zuān/zuàn,6,1724,10064,95.91714059
罪,32618,罪,32618,zuì/zui,6,718,52068,83.26407207
哎,21710,哎,21710,āi,7,2294,4887,98.02426428
哀,21696,哀,21696,āi,7,1751,9693,96.0549429
癌,30284,癌,30284,ái/yán,7,1799,9114,96.28767243
蔼,34108,藹,34297,ǎi,7,3460,1075,99.52064975
艾,33406,艾,33406,ài/yì,7,1291,18825,92.80161046
唉,21769,唉,21769,āi/ǎi/ài,7,2091,6269,97.44116269
隘,38552,隘,38552,ài/è,7,3152,1570,99.31274657
昂,26114,昂,26114,áng/yàng,7,1952,7637,96.94597298
凹,20985,凹,20985,āo/wā,7,2862,2273,99.02906977
熬,29100,熬,29100,áo/āo,7,2705,2841,98.82180431
奥,22885,奧,22887,ào,7,972,32761,88.67825422
澳,28595,澳,28595,yù/ào,7,1627,11475,95.37874351
扒,25170,扒,25170,bā/bài/bié/pá,7,3121,1623,99.28719568
叭,21485,叭,21485,ba/pā/bā,7,2704,2842,98.82033612
芭,33453,芭,33453,bā/pā,7,3126,1615,99.29137802
靶,38774,靶,38774,bà/bǎ,7,3237,1411,99.37835503
坝,22365,壩,22761,bà,7,2786,2552,98.93447277
霸,38712,霸,38712,bà/pò,7,1838,8639,96.46633643
掰,25520,掰,25520,bāi,7,4253,434,99.80778125
柏,26575,柏,26575,bǎi/bó/bò,7,1596,11902,95.19151587
扳,25203,扳,25203,bān/pān,7,3169,1540,99.3264021
颁,39041,頒,38930,bān/fén,7,2319,4742,98.08646299
斑,26001,斑,26001,bān,7,2053,6622,97.31461442
拌,25292,拌,25292,bàn/pān,7,3570,950,99.57835708
瓣,29923,瓣,29923,bàn,7,2915,2127,99.08928609
邦,37030,邦,37030,bāng,7,1363,17153,93.47003534
绑,32465,綁,32129,bǎng,7,2421,4112,98.31915635
谤,35876,謗,35607,bàng,7,3253,1387,99.38992636
磅,30917,磅,30917,bàng/pāng/páng,7,2941,2064,99.11743486
镑,38225,鎊,37770,pāng/bàng,7,2515,3657,98.50632301
煲,29042,煲,29042,bāo,7,4865,209,99.90527277
堡,22561,堡,22561,bǎo/bǔ/pù,7,1521,13533,94.70223456
豹,35961,豹,35961,bào,7,2507,3683,98.49116621
曝,26333,曝,26333,pù,7,3431,1105,99.50433639
卑,21329,卑,21329,bēi/bǐ/bì/pí/bān,7,2059,6572,97.33506154
碑,30865,碑,30865,bēi,7,2203,5509,97.78033808
狈,29384,狽,29437,bèi,7,3090,1688,99.26065566
惫,24811,憊,24970,bèi,7,3007,1879,99.18423451
崩,23849,崩,23849,bēng,7,2178,5658,97.70836438
绷,32503,繃,32323,běng/bēng/bèng,7,2978,1941,99.15564441
蹦,36454,蹦,36454,bèng,7,2839,2358,99.00154993
鄙,37145,鄙,37145,bǐ,7,2510,3670,98.4968648
毙,27609,斃,25987,bì,7,2534,3588,98.54191968
痹,30201,痺,30202,bì,7,3391,1158,99.48099476
碧,30887,碧,30887,bì,7,2165,5751,97.67004631
蔽,34109,蔽,34109,bì/biē/piē,7,2121,6016,97.53667079
弊,24330,弊,24330,bì,7,2348,4579,98.15623053
臂,33218,臂,33218,bì/bei,7,1688,10542,95.72543553
鞭,38829,鞭,38829,biān,7,2250,5176,97.90999017
贬,36140,貶,36022,biǎn/fá,7,2536,3580,98.54562193
辨,36776,辨,36776,biàn/biǎn/bàn/piàn,7,1910,8023,96.77582354
辫,36779,辮,36782,biàn,7,3240,1408,99.38053999
飙,39129,飆,39110,biāo,7,4091,529,99.76774229
憋,24971,憋,24971,biē,7,3141,1588,99.3037788
彬,24428,彬,24428,bīn/bān,7,2736,2724,98.86637858
滨,28392,濱,28657,bīn,7,2474,3811,98.42729002
缤,32548,繽,32381,bīn,7,3795,715,99.6743003
丙,19993,丙,19993,bǐng/bìng,7,2645,3055,98.73047856
秉,31177,秉,31177,bǐng,7,2809,2472,98.96424786
柄,26564,柄,26564,bǐng,7,2241,5229,97.88578964
剥,21093,剝,21085,bō,7,1959,7504,96.9733476
伯,20271,伯,20271,bó/bo/mò/bà,7,821,42513,85.75579914
驳,39539,駁,39361,bó,7,2022,6879,97.20658617
泊,27850,泊,27850,pō/bó/pò,7,2043,6695,97.28024097
勃,21187,勃,21187,bó,7,1533,13183,94.7850933
舶,33334,舶,33334,bó,7,2318,4743,98.0840124
脖,33046,脖,33046,bó/bō,7,2175,5682,97.69958472
搏,25615,搏,25615,bó,7,2372,4392,98.21156375
膊,33162,膊,33162,bo/pò/bó/liè,7,2440,3989,98.35901444
卜,21340,蔔,34068,bo/bó,7,1979,7301,97.0498349
卜,21340,卜,21340,bo/bǔ/pū,7,1979,7301,97.0498349
哺,21754,哺,21754,bǔ/bū/fǔ,7,2810,2466,98.96552226
怖,24598,怖,24598,bù,7,1776,9400,96.17782149
睬,30572,睬,30572,cǎi,7,3250,1392,99.38777499
惭,24813,慚,24922,cán,7,2943,2062,99.1195666
灿,28799,燦,29158,càn,7,2591,3254,98.64238995
苍,33485,蒼,33980,cāng/cǎng,7,1728,10027,95.93787866
沧,27815,滄,28356,cāng,7,3023,1848,99.19965641
舱,33329,艙,33369,cāng,7,1846,8575,96.50191863
糙,31961,糙,31961,cāo,7,3118,1631,99.2846748
曹,26361,曹,26361,cáo,7,1570,12443,95.02873217
槽,27133,槽,27133,cáo/zāo,7,2993,1908,99.17055107
蹭,36461,蹭,36461,cèng/céng,7,3707,793,99.64000024
岔,23700,岔,23700,chà,7,3134,1599,99.29801871
刹,21049,剎,21070,shā/chà,7,2249,5185,97.90731529
诧,35815,詫,35435,chà/dù,7,2728,2743,98.8550646
掺,25530,摻,25723,shǎn/shān/chān/sēn/càn,7,3308,1303,99.42818965
搀,25600,攙,25881,chān/shàn,7,3384,1172,99.47678089
馋,39307,饞,39262,chán,7,3844,669,99.69172837
禅,31109,禪,31146,shàn/chán/tán,7,2196,5540,97.76037725
缠,32544,纏,32399,chán,7,2046,6675,97.2906051
铲,38130,剷,21111,chǎn,7,3057,1756,99.23137048
铲,38130,鏟,37855,chǎn,7,3057,1756,99.23137048
阐,38416,闡,38369,chǎn,7,2197,5532,97.76323611
颤,39076,顫,39019,chàn/zhàn/shān,7,1900,8080,96.73425438
猖,29462,猖,29462,chāng,7,3392,1157,99.48159268
嫦,23270,嫦,23270,cháng,7,3166,1549,99.32400835
敞,25950,敞,25950,chang/chǎng/chèng/zhèng,7,2592,3248,98.64406847
钞,38046,鈔,37396,chāo/chǎo,7,2647,3049,98.73363301
巢,24034,巢,24034,cháo/chào,7,2298,4874,98.03435244
嘲,22066,嘲,22066,cháo/zhāo,7,2325,4709,98.10108388
扯,25199,扯,25199,chě/che,7,2084,6325,97.41839934
臣,33251,臣,33251,chén,7,1138,24553,91.10206332
尘,23576,塵,22645,chén,7,1718,10137,95.88586062
辰,36784,辰,36784,chén,7,2317,4755,98.08156128
陈,38472,陳,38515,chén/zhèn,7,525,77914,76.83889179
趁,36225,趁,36225,chèn/zhēn/chén/niǎn/zhěn,7,2109,6154,97.49886175
呈,21576,呈,21576,chéng/kuáng/chěng,7,1563,12567,94.98353466
惩,24809,懲,25074,chéng,7,1821,8839,96.38979021
澄,28548,澄,28548,chéng/dèng,7,2756,2649,98.89409945
橙,27225,橙,27225,chéng/dèng,7,3571,946,99.57884595
逞,36894,逞,36894,chěng/yíng,7,3175,1530,99.33115601
秤,31204,秤,31204,chèng/chēng/píng,7,3737,765,99.65208009
痴,30196,癡,30305,chī,7,2225,5359,97.84211716
痴,30196,痴,30196,chī,7,2225,5359,97.84211716
弛,24347,弛,24347,chí,7,3358,1215,99.46079208
驰,39536,馳,39347,chí,7,2100,6199,97.47016984
齿,40831,齒,40786,chǐ,7,1773,9415,96.16324556
侈,20360,侈,20360,chǐ,7,3081,1703,99.25278192
耻,32827,恥,24677,chǐ,7,2169,5735,97.68190963
斥,26021,斥,26021,chì/chè/zhè,7,1857,8464,96.5502644
赤,36196,赤,36196,chì,7,1660,10981,95.57010284
翅,32709,翅,32709,chì,7,2066,6524,97.3587303
仇,20167,仇,20167,chóu/qiú/jū,7,1536,13118,94.80545153
绸,32504,綢,32162,chóu/tāo/diào,7,2635,3098,98.71457346
畴,30068,疇,30087,chóu,7,2699,2858,98.81297762
酬,37228,酬,37228,chou/chóu,7,2005,7011,97.14571095
稠,31264,稠,31264,chóu/tiáo/diào,7,3367,1194,99.46639816
筹,31609,籌,31820,chóu/táo,7,1677,10671,95.6651758
瞅,30597,瞅,30597,chǒu,7,2767,2626,98.90909449
橱,27249,櫥,27365,chú,7,3041,1806,99.21669172
畜,30044,畜,30044,chù/xù,7,2030,6821,97.23488067
揣,25571,揣,25571,chuāi/chuǎi/duǒ/zhuī/tuán/chuài,7,3034,1829,99.21012028
踹,36409,踹,36409,shuàn/duàn/chuǎn/chuài,7,4485,333,99.85361338
川,24029,川,24029,chuān,7,1109,25575,90.72711038
喘,21912,喘,21912,chuǎn,7,1977,7320,97.04228467
炊,28810,炊,28810,chuī,7,3333,1262,99.44477794
垂,22402,垂,22402,chuí/zhuì,7,1592,11949,95.16687039
捶,25462,捶,25462,chuí/duǒ,7,3478,1061,99.53057822
锤,38180,錘,37656,chuí,7,2937,2071,99.11316415
唇,21767,唇,21767,chún/zhēn/zhèn,7,1880,8279,96.64952694
醇,37255,醇,37255,chún,7,2560,3433,98.58905669
蠢,34850,蠢,34850,chǔn,7,2195,5542,97.75751427
戳,25139,戳,25139,chuō,7,2944,2051,99.12062653
绰,32496,綽,32189,chuò/chāo,7,2930,2089,99.10563924
瓷,29943,瓷,29943,cí,7,2285,4955,98.00141979
慈,24904,慈,24904,cí,7,1487,14141,94.45970264
磁,30913,磁,30913,cí,7,1771,9433,96.15351398
赐,36176,賜,36060,cì,7,2072,6431,97.37881153
匆,21254,匆,21254,cōng,7,1622,11540,95.34902526
囱,22257,囪,22250,cōng,7,3555,968,99.57090917
葱,33905,蔥,34085,cōng,7,2907,2147,99.08044493
丛,19995,叢,21474,cóng,7,1678,10665,95.67068731
凑,20945,湊,28234,còu,7,2193,5544,97.7517857
簇,31751,簇,31751,cù/chuò/còu,7,2896,2173,99.06820023
窜,31388,竄,31428,cuàn/cuān,7,2461,3865,98.4015443
催,20652,催,20652,cuī,7,2064,6538,97.35198108
摧,25703,摧,25703,cuī/zuì/cuò,7,2166,5743,97.67301421
粹,31929,粹,31929,cuì/suì,7,1736,9943,95.97913155
翠,32736,翠,32736,cuì,7,2177,5661,97.70544041
搓,25619,搓,25619,cuō/cuǒ/chāi,7,3098,1673,99.26760125
磋,30923,磋,30923,cuō,7,3261,1377,99.39563529
挫,25387,挫,25387,cuò/zuò,7,2426,4089,98.32974941
歹,27513,歹,27513,è/dǎi/dāi,7,2905,2148,99.07822534
逮,36910,逮,36910,dǎi/dài/dì,7,2216,5418,97.81701897
怠,24608,怠,24608,dài/yí,7,3024,1847,99.20061091
丹,20025,丹,20025,dān/dan,7,1280,19171,92.69385972
耽,32829,耽,32829,dān,7,2658,3005,98.75085643
荡,33633,盪,30442,dàng,7,1424,15268,93.97863408
荡,33633,蕩,34153,dàng/tāng/tàng,7,1424,15268,93.97863408
叨,21480,叨,21480,tāo/dāo,7,2844,2344,99.00762319
捣,25443,搗,25623,dǎo,7,2723,2753,98.84796449
祷,31095,禱,31153,dǎo,7,2483,3769,98.44492738
悼,24764,悼,24764,dào,7,2963,1997,99.14042767
稻,31291,稻,31291,dào,7,2529,3607,98.5326284
蹬,36460,蹬,36460,dēng/dèng,7,3349,1233,99.45510589
邓,37011,鄧,37159,dèng,7,1614,11651,95.30104744
凳,20979,凳,20979,dèng,7,2680,2921,98.78458596
瞪,30634,瞪,30634,dèng,7,2049,6644,97.30091289
堤,22564,堤,22564,dī/dǐ/shí/wéi,7,2464,3840,98.40750335
迪,36842,迪,36842,dí,7,1440,15073,94.10402889
涤,28068,滌,28364,dí,7,3218,1452,99.36435945
笛,31515,笛,31515,dí,7,2561,3409,98.59081841
蒂,33922,蒂,33922,dì,7,1429,15183,94.01800225
缔,32532,締,32224,dì,7,2688,2897,98.79659812
颠,39072,顛,39003,diān,7,2134,5921,97.57674903
巅,24005,巔,24020,diān,7,3775,737,99.66681105
甸,30008,甸,30008,diān/diàn/tián/shèng/yìng,7,2588,3270,98.63733372
垫,22443,墊,22666,diàn,7,2597,3233,98.65243832
淀,28096,澱,28593,diàn,7,3159,1557,99.31839452
惦,24806,惦,24806,diàn,7,3752,752,99.65796989
奠,22880,奠,22880,diàn/tíng/dìng/zhèng/zūn,7,2656,3020,98.74774383
殿,27583,殿,27583,diàn,7,1555,12667,94.93138277
刁,20993,刁,20993,diāo,7,3635,871,99.60900192
叼,21500,叼,21500,diāo,7,3703,797,99.63835945
雕,38613,雕,38613,diāo,7,1829,8713,96.42601271
钓,38035,釣,37347,diào,7,2305,4813,98.05187146
爹,29241,爹,29241,diē,7,2004,7016,97.14208777
迭,36845,迭,36845,dié/yì/dá,7,3018,1859,99.19486685
谍,35853,諜,35548,dié/xiè,7,2391,4274,98.25424297
叠,21472,疊,30090,dié,7,2271,5027,97.96534664
碟,30879,碟,30879,dié/shé,7,2835,2375,98.99666321
丁,19969,丁,19969,dīng/zhēng,7,1168,23479,91.47374966
叮,21486,叮,21486,dīng,7,2611,3188,98.67563215
盯,30447,盯,30447,dīng/chéng,7,1906,8041,96.75923422
鼎,40718,鼎,40718,dǐng/zhēn,7,2356,4507,98.17500585
钉,38025,釘,37336,dīng/dìng/líng,7,2267,5059,97.95493497
董,33891,董,33891,dǒng/zhǒng,7,1629,11450,95.39059029
栋,26635,棟,26847,dòng,7,2710,2830,98.82912922
兜,20828,兜,20828,dōu,7,2512,3663,98.50065129
抖,25238,抖,25238,dǒu,7,1757,9584,96.08479344
陡,38497,陡,38497,dǒu,7,2362,4421,98.188788
逗,36887,逗,36887,dòu/zhù/tóu/qí,7,2587,3271,98.63564383
睹,30585,睹,30585,dǔ,7,2568,3346,98.60304141
杜,26460,杜,26460,dù/dǔ/tú,7,1277,19246,92.66409238
妒,22930,妒,22930,dù,7,2598,3228,98.6541065
兑,20817,兌,20812,duì,7,2424,4101,98.32551849
敦,25958,敦,25958,dūn/duī/tuán/diāo/dùn/dào/zhǔn/tūn/duì/tún,7,1722,10084,95.90673874
盹,30457,盹,30457,dǔn/zhūn,7,4220,452,99.80020156
炖,28822,燉,29129,tún/dūn/dùn,7,3857,660,99.69618615
哆,21702,哆,21702,duō/chǐ/zhà/chì/duò/diě,7,3231,1417,99.37397114
舵,33333,舵,33333,duò,7,3088,1689,99.25891048
堕,22549,墮,22702,huī/huì/duò,7,2666,2977,98.76321535
惰,24816,惰,24816,duò/tuó,7,3310,1302,99.42953588
讹,35769,訛,35355,é,7,3782,729,99.66946785
俄,20420,俄,20420,é,7,975,32638,88.72894515
娥,23077,娥,23077,é,7,2784,2557,98.93183355
鹅,40517,鵝,40285,é,7,2172,5703,97.69076836
厄,21380,厄,21380,ě/è,7,2407,4184,98.28915801
遏,36943,遏,36943,è,7,2701,2849,98.81592691
鳄,40132,鱷,40055,è,7,3781,734,99.66909111
饵,39285,餌,39180,ěr,7,3135,1596,99.2988435
伐,20240,伐,20240,fá,7,1810,9028,96.33919901
阀,38400,閥,38309,fá,7,2671,2970,98.77089581
帆,24070,帆,24070,fān/fàn,7,2459,3874,98.39754852
帆,24070,颿,39103,fān,7,2459,3874,98.39754852
贩,36137,販,36009,fàn,7,2466,3837,98.41147019
芳,33459,芳,33459,fāng,7,1586,12015,95.12973369
妨,22952,妨,22952,fáng/fāng,7,1873,8311,96.61953428
肪,32938,肪,32938,fáng,7,3005,1882,99.18229192
纺,32442,紡,32033,fǎng/bǎng/fàng,7,2409,4175,98.29347575
绯,32495,緋,32203,fēi,7,3862,658,99.69788844
匪,21290,匪,21290,fěi/fēi/fēn,7,2201,5511,97.77464311
诽,35837,誹,35513,fěi,7,3541,985,99.56384265
沸,27832,沸,27832,fèi/fú,7,2698,2860,98.81150065
芬,33452,芬,33452,fēn,7,1890,8218,96.6921953
吩,21545,吩,21545,fēn/pèn,7,2299,4866,98.03686712
坟,22367,墳,22707,fén/fèn,7,2370,4402,98.20702379
焚,28954,焚,28954,fén/fèn,7,2498,3718,98.47395882
粪,31914,糞,31966,fèn,7,2884,2217,99.05458604
蜂,34562,蜂,34562,fēng,7,1912,7989,96.78408228
冯,20911,馮,39342,píng/féng,7,1719,10128,95.89109462
逢,36898,逢,36898,féng/péng/páng,7,2181,5632,97.71711355
缝,32541,縫,32299,fèng/féng,7,1852,8512,96.52836459
讽,35773,諷,35575,fěng/fèng,7,2322,4713,98.09378118
凤,20964,鳳,40179,fèng,7,1504,13817,94.58208615
孵,23413,孵,23413,fū,7,3256,1383,99.39207361
敷,25975,敷,25975,fū,7,2788,2548,98.93710683
伏,20239,伏,20239,fú/fù,7,1389,16181,93.69437796
俘,20440,俘,20440,fú,7,2057,6594,97.32826168
袱,34993,袱,34993,fu/fú,7,3352,1227,99.45701128
辐,36752,輻,36667,fú,7,2428,4084,98.33397103
抚,25242,撫,25771,fǔ/mó,7,1720,10100,95.89631415
斧,26023,斧,26023,fǔ,7,2771,2598,98.91450161
俯,20463,俯,20463,fǔ,7,2261,5100,97.93918026
咐,21648,咐,21648,fu/fú/fù,7,2093,6257,97.44763181
赴,36212,赴,36212,fù,7,1843,8594,96.48862278
赋,36171,賦,36070,fù,7,1747,9723,96.03488027
腹,33145,腹,33145,fù,7,1589,11974,95.14833072
缚,32538,縛,32283,fù,7,2577,3326,98.61856305
覆,35206,覆,35206,fù,7,1823,8795,96.39890268
尬,23596,尬,23596,gà,7,2729,2743,98.85648214
丐,19984,丐,19984,gài,7,2606,3201,98.66738374
钙,38041,鈣,37411,gài,7,2951,2017,99.12797108
溉,28297,溉,28297,gài/xiè,7,3524,1000,99.55512707
甘,29976,甘,29976,gān/hān,7,1408,15654,93.85093544
竿,31487,竿,31487,gān/gàn/gǎn,7,2934,2083,99.10994923
尴,23604,尷,23607,gān,7,2726,2748,98.852229
冈,20872,岡,23713,gāng,7,2047,6651,97.29404224
缸,32568,缸,32568,gāng,7,2817,2437,98.97437375
杠,26464,槓,27091,gàng,7,3066,1732,99.23947781
膏,33167,膏,33167,gāo/gào,7,2673,2958,98.77395569
戈,25096,戈,25096,gē,7,1695,10456,95.76338358
胳,33011,胳,33011,gē/gé,7,2490,3753,98.45852968
鸽,40509,鴿,40255,gē,7,2694,2886,98.80555969
搁,25601,擱,25841,gē/ge/gé,7,2380,4359,98.22965382
割,21106,割,21106,gē,7,1665,10894,95.59829657
阁,38401,閣,38307,gé,7,1682,10595,95.69265068
耕,32789,耕,32789,gēng,7,1850,8525,96.51956168
耿,32831,耿,32831,gěng,7,2687,2899,98.79510099
弓,24339,弓,24339,gōng,7,2229,5315,97.85311435
恭,24685,恭,24685,gōng,7,1742,9787,96.00966477
躬,36524,躬,36524,gōng,7,2650,3037,98.73834816
拱,25329,拱,25329,gǒng/jù,7,2573,3339,98.61167741
勾,21246,勾,21246,gōu/gòu,7,2034,6780,97.24892173
钩,38057,鉤,37476,gōu/gòu/qú,7,2254,5140,97.92065248
沽,27837,沽,27837,gū/gǔ,7,3492,1043,99.5381791
菇,33735,菇,33735,gu/gū,7,3287,1339,99.41387677
辜,36764,辜,36764,gū,7,2596,3235,98.65076755
雇,38599,雇,38599,gù/hù,7,1817,8857,96.37150635
雇,38599,僱,20721,gù,7,1817,8857,96.37150635
寡,23521,寡,23521,guǎ,7,2268,5049,97.95754422
卦,21350,卦,21350,guà,7,3119,1628,99.28551613
乖,20054,乖,20054,guāi,7,2470,3828,98.41939044
棺,26874,棺,26874,guān/guàn,7,2686,2901,98.79360283
灌,28748,灌,28748,guàn/huàn,7,2077,6403,97.39537967
罐,32592,罐,32592,guàn,7,2410,4169,98.29563022
龟,40863,龜,40860,guī/qiū/jūn,7,2392,4265,98.25644706
闺,38394,閨,38312,guī,7,3347,1236,99.45382995
瑰,29808,瑰,29808,guī,7,2492,3744,98.4624004
桂,26690,桂,26690,guī/guì,7,1930,7877,96.85787093
棍,26829,棍,26829,gùn/hùn/āo/gǔn,7,2255,5140,97.92330876
郭,37101,郭,37101,guō/guó,7,1813,8931,96.35311759
骇,39559,駭,39405,hài,7,2538,3577,98.54931953
酣,37219,酣,37219,hān/hàn,7,3582,939,99.58420605
函,20989,函,20989,hán,7,1950,7672,96.93806823
涵,28085,涵,28085,hán/hàn,7,2330,4681,98.11318853
